Mine,County,Elevation,Commodity,Latitude,Longitude,MRDS
Ruby,Sierra,4701 Feet,Gold,39.51861,-120.84528,10077640
Pioneer,Sierra,4800 Feet,Gold,39.675,-120.92917,10077631
Occurrence,Sierra,3556 Feet,Gold,39.6047,-120.77640,10189699
Ostego,Sierra,3999 Feet,Gold,39.6156,-120.77720,10238227
Unidentified Adit,Sierra,5561 Feet,Gold,39.6297,-120.78890,10213540
Sierra Poorman,Sierra,6001 Feet,Gold,39.6231,-120.74390,10140546
Shotgun,Sierra,5600 Feet,Gold,39.5122,-120.85190,10213602
Kanaka Lode,Sierra,5600 Feet,Gold,39.5106,-120.85190,10164893
Sol Wood Mine,Sierra,5587 Feet,Gold,39.6208,-120.84560,10165277
Iowa Shaft,Sierra,5200 Feet,Gold,39.6289,-120.97190,10165128
Drifted Snow Mine,Sierra,4360 Feet,Gold,39.5689,-120.88720,10237903
Unnamed Property,Sierra,4800 Feet,Gold,39.5833,-120.74890,10237933
Buffalo Mine,Sierra,6201 Feet,Gold,39.5983,-120.70280,10140453
Empire,Sierra,6716 Feet,Gold,39.5964,-120.69170,10262038
American Exchange,Sierra,6601 Feet,Gold,39.6094,-120.69000,10237924
Butte Saddle Group,Sierra,6719 Feet,Gold,39.58194,-120.63444,10077714
Kate Hardy,Sierra,4199 Feet,Gold,39.47806,-120.88750,10086532
Kenton,Sierra,3520 Feet,Gold,39.4544,-120.85860,10140672
Kenton Annex,Sierra,3720 Feet,Gold,39.4536,-120.85830,10262382
Scotia,Sierra,3599 Feet,Gold,39.4561,-120.86000,10116664
Unidentified Working,Sierra,5479 Feet,Gold,39.74333,-120.90056,10077692
Mineral Mountain,Sierra,na,Gold,39.5225,-120.83250,10034793
Cleveland,Sierra,3501 Feet,Gold,39.45806,-120.85778,10034762
China Placer,Sierra,3638 Feet,Gold,39.565,-120.78528,10077709
Tennessee,Sierra,5440 Feet,Gold,39.69583,-120.82222,10077678
Lucky Gold Hill Co.,Sierra,4921 Feet,Gold,39.63833,-120.96806,10077635
Russell Hill Drift Mine,Sierra,3199 Feet,Gold,39.49694,-121.02111,10077619
Beame,Sierra,na,Gold,39.4575,-120.98111,10086502
Sunshine,Sierra,4400 Feet,Gold,39.57667,-120.74556,10077703
Adelaide,Sierra,6801 Feet,Gold,39.66806,-120.57806,10103081
Jacksons Claim Placer,Sierra,2201 Feet,Gold,39.52417,-120.95472,10077616
Mugginsville,Sierra,5000 Feet,Gold,39.6025,-120.88889,10111116
Oakland,Sierra,na,Gold,39.69667,-120.48500,10034801
Mammoth,Sierra,5499 Feet,Gold,39.70889,-120.82861,10086556
South Fork Group,Sierra,na,Gold,39.48944,-120.84306,10086520
Homestake,Sierra,5600 Feet,Gold,39.52833,-120.86028,10086517
Oriental,Sierra,4049 Feet,Gold,39.46,-120.85778,10086500
Mountain View,Sierra,na,Gold,39.44694,-120.83444,10103102
Mammoth Springs,Sierra,na,Gold,39.48528,-120.82333,10103098
Gibsonville,Sierra,5919 Feet,Gold,39.7525,-120.87028,10077695
Scott,Sierra,5299 Feet,Gold,39.71028,-120.83583,10077670
Winrod Mine,Sierra,3599 Feet,Gold,39.57167,-120.83944,10077665
Shasta Mine,Sierra,5679 Feet,Gold,39.52417,-120.81389,10111099
Star Mine,Sierra,5059 Feet,Gold,39.69139,-120.91056,10077674
Happy Camp,Sierra,5200 Feet,Gold,39.51583,-120.83889,10111101
Gabland,Sierra,na,Gold,39.52556,-120.66722,10034775
Ariola & Danieri Gp.,Sierra,na,Gold,39.56444,-120.86056,10086552
Middle Yuba River,Sierra,na,Gold,39.522,-120.63200,10092480
Lost Treasure,Sierra,na,Gold,39.50083,-120.87861,10086663
True Fissure Gp,Sierra,na,Gold,39.66,-120.67167,10086602
Columbia Channel,Sierra,4879 Feet,Gold,39.51306,-120.76250,10077698
Placer Operations,Sierra,5098 Feet,Gold,39.62306,-120.73167,10077705
Billie Bb,Sierra,3599 Feet,Gold,39.4358,-120.91080,10140638
Alleghany Gold Mines Inc,Sierra,4199 Feet,Gold,39.4575,-120.84060,10286582
Unidentified Workings,Sierra,na,Gold,39.44361,-120.99889,10034821
Mount Filmore Cons. Grp.,Sierra,na,Gold,39.72472,-120.84611,10034798
Monroe Cons Gp.,Sierra,na,Gold,39.47139,-120.82389,10034794
Otto Strand Claims,Sierra,2720 Feet,Gold,39.54444,-120.86389,10111097
Challenge,Sierra,5000 Feet,Gold,39.67722,-120.92667,10111089
Moonshine,Sierra,na,Gold,39.45667,-120.85694,10103101
Hartman,Sierra,na,Gold,39.5777,-120.50532,10103094
Gold King,Sierra,3999 Feet,Gold,39.45667,-120.87750,10103093
Unidentified Working,Sierra,na,Gold,39.73444,-120.89306,10086564
Docile,Sierra,4501 Feet,Gold,39.47111,-120.82389,10086540
Belmont & Annex,Sierra,na,Gold,39.47278,-120.82556,10086535
Panama,Sierra,na,Gold,39.46083,-120.82694,10103106
Unidentified Workings,Sierra,na,Gold,39.56778,-120.57806,10034838
Eureka,Sierra,na,Gold,39.62056,-120.90000,10034771
Bannister,Sierra,na,Gold,39.54333,-120.82333,10034757
American Flag,Sierra,na,Gold,39.47194,-120.99000,10034756
Unidentified Workings,Sierra,na,Gold,39.57361,-120.68194,10034833
Marguerite,Sierra,3901 Feet,Gold,39.62556,-120.61472,10034790
Golden Star,Sierra,3825 Feet,Gold,39.55694,-120.80361,10034779
Empire,Sierra,6001 Feet,Gold,39.64917,-120.70389,10086589
Willoughby,Sierra,na,Gold,39.65611,-120.69861,10086587
Unidentified Adit,Sierra,na,Gold,39.62778,-120.78861,10086579
Morning Sun,Sierra,na,Gold,39.4725,-120.82361,10086541
Buckeye,Sierra,3848 Feet,Gold,39.47083,-120.90472,10077653
Unidentified Workings,Sierra,na,Gold,39.55333,-120.62750,10034841
Bruckerman,Sierra,5600 Feet,Gold,39.70528,-120.84667,10111122
Erwin,Sierra,4902 Feet,Gold,39.59556,-120.87861,10111115
Mott Mine,Sierra,5200 Feet,Gold,39.5225,-120.82222,10111098
Bucther Ranch,Sierra,6499 Feet,Gold,39.61806,-120.69389,10077704
Excelsior Group,Sierra,5000 Feet,Gold,39.48028,-120.76972,10077701
Yellow Jacket,Sierra,4879 Feet,Gold,39.47611,-120.74861,10077700
Garibaldi,Sierra,na,Gold,39.63722,-120.69028,10103091
Gourley,Sierra,na,Gold,39.7492,-120.87110,10189984
Syndicate,Sierra,5440 Feet,Gold,39.7194,-120.89310,10238253
Linclon Placers,Sierra,3041 Feet,Gold,39.5553,-120.78890,10213852
Herkimer Mine,Sierra,6001 Feet,Gold,39.66028,-120.84194,10077685
Iroquois,Sierra,na,Gold,39.47306,-120.82944,10086537
Cold Spring Group,Sierra,5600 Feet,Gold,39.52556,-120.81000,10077642
Mable Hertz,Sierra,5000 Feet,Gold,39.48417,-120.77472,10077702
Maryland,Sierra,na,Gold,39.443,-120.83400,10034791
Union Keystone Mine,Sierra,5561 Feet,Gold,39.74722,-120.89583,10077691
Excelslor Placer Drift,Sierra,4980 Feet,Gold,39.69028,-120.92194,10077630
Pliocene Mine,Sierra,5561 Feet,Gold,39.51139,-120.80389,10111100
Neocene,Sierra,4268 Feet,Gold,39.59722,-120.99167,10111085
Fritz Placer Claim,Sierra,2201 Feet,Gold,39.5239,-120.99670,10140617
Dreadnaught,Sierra,4400 Feet,Gold,39.47278,-120.82556,10086536
Caledonia Mine,Sierra,5000 Feet,Gold,39.69139,-120.91806,10077629
Kanaka and Kimberly,Sierra,3799 Feet,Gold,39.4556,-120.87830,10189602
Eastman,Sierra,2799 Feet,Gold,39.5425,-120.91420,10286884
Chase,Sierra,3399 Feet,Gold,39.5792,-120.87250,10213751
Alconda,Sierra,6801 Feet,Gold,39.5972,-120.67000,10140512
Middle Yuba River,Sierra,na,Gold,39.41778,-120.87889,10031938
Buckshot Mine,Sierra,3819 Feet,Gold,39.6372,-120.83000,10238113
Unidentified Workings,Sierra,na,Gold,39.43528,-120.91139,10034822
Sovereign,Sierra,na,Gold,39.5825,-120.69028,10086582
Monte Cristo,Sierra,5299 Feet,Gold,39.59611,-120.85722,10077662
Excelsior,Sierra,5249 Feet,Gold,39.60083,-120.84722,10077661
Dragon Fly Mine,Sierra,3999 Feet,Gold,39.63611,-120.75639,10111125
Middle Yuba,Sierra,2159 Feet,Gold,39.419,-120.97100,10077614
Italian Mine,Sierra,3199 Feet,Gold,39.50889,-120.99583,10111081
Thousand-And-One,Sierra,6099 Feet,Gold,39.58,-120.58500,10077715
Unidentified Workings,Sierra,4199 Feet,Gold,39.66556,-120.96361,10077627
Depot Hill,Sierra,3501 Feet,Gold,39.495,-121.01140,10165250
No Mine,Sierra,4800 Feet,Gold,39.6947,-120.94140,10189922
Hidden Treasure,Sierra,3799 Feet,Gold,39.4561,-120.97060,10238220
Lucky,Sierra,3399 Feet,Gold,39.5706,-120.87920,10213837
Sherman,Sierra,na,Gold,39.4625,-120.84667,10103110
Corporal,Sierra,4600 Feet,Gold,39.5008,-120.87940,10165009
Golden Gate Consolidated Qtz. Mine,Sierra,4199 Feet,Gold,39.5283,-120.89750,10116371
Occidental,Sierra,5279 Feet,Gold,39.4875,-120.84250,10213933
Gardner's Point Mine,Sierra,4820 Feet,Gold,39.6808,-120.93220,10141080
Unidentified Working,Sierra,6959 Feet,Gold,39.6903,-120.58750,10140440
Unnamed Property,Sierra,4400 Feet,Gold,39.5675,-120.65830,10238020
Gibsonville Mng Co,Sierra,5499 Feet,Gold,39.74333,-120.90444,10077697
Poker Flat Drift Prospect,Sierra,4780 Feet,Gold,39.69278,-120.84444,10077677
Mountain View Cons Group,Sierra,5098 Feet,Gold,39.65389,-120.90917,10077689
Kirkpatrick Mine,Sierra,4459 Feet,Gold,39.51889,-120.87222,10077646
Sailor Boy Diggings,Sierra,3701 Feet,Gold,39.53778,-121.02472,10077637
Gold Lake,Sierra,6801 Feet,Gold,39.68306,-120.61611,10034780
General Sherman,Sierra,na,Gold,39.46111,-120.85028,10034776
Dorris Group,Sierra,na,Gold,39.48194,-120.88639,10034765
Taber Mine,Sierra,5351 Feet,Gold,39.73833,-120.91278,10111094
Scotia,Sierra,na,Gold,39.4575,-120.85639,10033900
Shamrock Group,Sierra,5000 Feet,Gold,39.57139,-120.64139,10034813
Central Group,Sierra,na,Gold,39.45806,-120.82306,10034761
Tefft,Sierra,na,Gold,39.695,-120.84722,10086558
Unidentified Workings,Sierra,na,Gold,39.5275,-120.77833,10086570
Hughs Mine,Sierra,na,Gold,39.55667,-120.82250,10086554
Australia,Sierra,na,Gold,39.55667,-120.83167,10086553
Rising Sun,Sierra,na,Gold,39.47417,-120.92722,10086538
Gold Bug Prospect,Sierra,na,Gold,39.48611,-120.86056,10086527
Virginia & Linclon,Sierra,5801 Feet,Gold,39.7125,-120.88472,10077672
Jumper & Tippecanoe,Sierra,4501 Feet,Gold,39.52889,-120.84167,10034785
Hardy Kate Prospect,Sierra,na,Gold,39.47722,-120.88750,10034781
Golden Fraction,Sierra,na,Gold,39.45722,-120.85667,10034778
Black Jack,Sierra,5400 Feet,Gold,39.51417,-120.74500,10034758
Great Northern,Sierra,6362 Feet,Gold,39.61944,-120.65194,10077713
Big Flat,Sierra,2900 Feet,Gold,39.56361,-120.87861,10077666
Pleasant View Claims,Sierra,3720 Feet,Gold,39.46667,-120.98000,10077621
Sierra Standard Mng Co,Sierra,na,Gold,39.58944,-120.83722,10034815
Kenton,Sierra,3720 Feet,Gold,39.45472,-120.85806,10086512
Alleghany-Downieville,Sierra,na,Gold Silver,39.46667,-120.83333,10072365
Mountain,Sierra,7500 Feet,Gold,39.59694,-120.62944,10086593
Black Warrior,Sierra,na,Gold,39.585,-120.84167,10103083
E. Edwards Group,Sierra,na,Gold,39.4575,-120.83111,10034769
Eastern Cross Group,Sierra,4350 Feet,Gold,39.46472,-120.82806,10034767
Unidentified Adits,Sierra,na,Gold,39.61778,-120.80056,10086544
Rainbow,Sierra,na,Gold,39.45667,-120.83528,10086510
Bayes Mine,Sierra,na,Gold,39.45111,-120.77700,10086568
Unidentified Working,Sierra,na,Gold,39.72528,-120.88417,10086566
Dead River Group,Sierra,4600 Feet,Gold,39.46972,-120.84222,10034763
Yellow Jacket,Sierra,3881 Feet,Gold,39.4678,-120.83280,10286348
Buckeye,Sierra,3848 Feet,Gold,39.4708,-120.90470,10116464
Andy Fitz Mng and Mg Co,Sierra,4600 Feet,Gold,39.5158,-120.87890,10165528
Prospect,Sierra,5400 Feet,Gold,39.5247,-120.80670,10214119
Independent,Sierra,2999 Feet,Gold,39.4364,-120.80970,10164983
Poverty Hill,Sierra,4501 Feet,Gold,39.62944,-121.00306,10077622
Keller,Sierra,na,Gold,39.44806,-120.75833,10103096
Saint Louis,Sierra,na,Gold,39.54028,-120.65750,10086590
Comet Mine,Sierra,5499 Feet,Gold,39.515,-120.76889,10086572
Telegraph Mining Co.,Sierra,6001 Feet,Gold,39.61944,-120.86639,10086545
Golden King,Sierra,na,Gold,39.47111,-120.82389,10086539
Rao,Sierra,na,Gold,39.47583,-120.83528,10086534
Northern Bell Group,Sierra,4301 Feet,Gold,39.55778,-120.66889,10103103
Elcey,Sierra,3999 Feet,Gold,39.53889,-120.74389,10103088
Butcher Ranch,Sierra,6499 Feet,Gold,39.62139,-120.58500,10103084
Easy Money,Sierra,na,Gold,39.6531,-120.90690,10262154
Republic Group,Sierra,na,Gold,39.51222,-120.76389,10034809
Pacific Alta Gp.,Sierra,5000 Feet,Gold,39.69583,-120.92056,10034806
Bolivia,Sierra,4301 Feet,Gold,39.55861,-120.66750,10034759
Yellow Jacket & Colorado,Sierra,na,Gold,39.46778,-120.83250,10034849
Seven Aces,Sierra,na,Gold,39.46806,-120.85167,10034812
Bayls Mine,Sierra,3251 Feet,Gold,39.4508,-120.75920,10140544
Michigan,Sierra,5801 Feet,Gold,39.7525,-120.87750,10262554
Taber Mine,Sierra,5351 Feet,Gold,39.7383,-120.91280,10164948
Sierra Poorman,Sierra,na,Gold,39.54306,-120.74472,10034816
Standard,Sierra,4249 Feet,Gold,39.59,-120.83694,10086546
Cat's Whiskers Placer,Sierra,3599 Feet,Gold,39.5558,-120.78280,10116575
New Century,Sierra,6601 Feet,Gold,39.6008,-120.59310,10237832
Mountaineer,Sierra,7198 Feet,Gold,39.6733,-120.58330,10286874
Hughes and Westfall Hydraulic,Sierra,6959 Feet,Gold,39.6733,-120.59000,10237783
Unidentified Working,Sierra,6759 Feet,Gold,39.6592,-120.59280,10213665
Doodle Bag,Sierra,4800 Feet,Gold,39.5575,-120.70780,10116349
Bull of the Woods,Sierra,7280 Feet,Gold,39.6708,-120.57610,10237885
Unidentified Working,Sierra,6880 Feet,Gold,39.6575,-120.59720,10189519
Unnamed Property,Sierra,5600 Feet,Gold,39.5517,-120.62640,10116815
Tecumseh,Sierra,3839 Feet,Gold,39.5661,-120.66920,10262534
Chipps,Sierra,4898 Feet,Gold,39.5781,-120.60390,10116480
Euclid Group,Sierra,6401 Feet,Gold,39.5833,-120.62390,10286682
Pride Hydralic,Sierra,5600 Feet,Gold,39.6075,-120.58670,10238175
Garibaldi,Sierra,6801 Feet,Gold,39.6381,-120.68970,10116384
Glidden,Sierra,6801 Feet,Gold,39.5722,-120.69250,10189899
Gold Point,Sierra,3701 Feet,Gold,39.5794,-120.74140,10189477
Clipper Ship Drift Mine,Sierra,5121 Feet,Gold,39.69167,-120.90750,10077673
Unidentified Adit,Sierra,5640 Feet,Gold,39.6278,-120.78920,10213343
Banner Prospect,Sierra,5761 Feet,Gold,39.5219,-120.71110,10140858
Hutton Drift,Sierra,4600 Feet,Gold,39.4994,-120.88810,10213722
Sailor Boy Diggings,Sierra,3599 Feet,Gold,39.5436,-121.02330,10140671
Bonanza,Sierra,5000 Feet,Gold,39.4636,-120.81890,10141107
Clark Canyon Mine,Sierra,5220 Feet,Gold,39.6667,-120.81170,10289439
E. Edwards Group,Sierra,4721 Feet,Gold,39.4581,-120.82310,10116732
Kentucky,Sierra,na,Gold,39.57194,-120.62194,10086598
King High,Sierra,4800 Feet,Gold,39.6939,-120.84170,10286390
Fair Play Extension,Sierra,na,Gold,39.5953,-120.95690,10262175
Mccullough Ranch,Sierra,3560 Feet,Gold,39.60472,-120.78056,10077707
Big Nugget,Sierra,3999 Feet,Gold,39.5994,-120.78110,10140748
Chipps,Sierra,4675 Feet,Gold,39.57806,-120.60250,10034818
Dudley,Sierra,na,Gold,39.58056,-120.62000,10034766
Nessler Mine,Sierra,na,Gold,39.63111,-120.79972,10086561
Unidentified Workings,Sierra,5551 Feet,Gold,39.7475,-120.89860,10117022
Union Keystone Mine,Sierra,5561 Feet,Gold,39.7472,-120.89580,10213834
Gibsonville Consolidated,Sierra,6001 Feet,Gold,39.7544,-120.90920,10165019
Nessler Mine,Sierra,5699 Feet,Gold,39.6311,-120.79970,10141174
Mountain View Cons Group,Sierra,5098 Feet,Gold,39.6539,-120.90920,10165213
Diamond Mine,Sierra,5600 Feet,Gold,39.6458,-120.86940,10116580
Monte Carlo,Sierra,4721 Feet,Gold,39.6592,-120.81280,10214035
Conrade,Sierra,5000 Feet,Gold,39.6608,-120.80720,10238009
Mountain View Mine,Sierra,5361 Feet,Gold,39.49778,-120.80139,10111104
Occurrence,Sierra,3120 Feet,Gold,39.59111,-120.82694,10111112
Wolf Creek,Sierra,na,Gold,39.44,-120.80500,10034845
West Yuba,Sierra,5738 Feet,Gold,39.6339,-120.80610,10262694
Isabel Placer,Sierra,5561 Feet,Gold,39.5194,-120.80390,10286372
Dolan,Sierra,5020 Feet,Gold,39.5242,-120.83280,10286601
Otto Strand Claims,Sierra,2720 Feet,Gold,39.5444,-120.86390,10262057
Oasis,Sierra,3399 Feet,Gold,39.4553,-120.86390,10286447
West Coast Mine,Sierra,5098 Feet,Gold,39.6597,-120.92580,10213596
Sailor,Sierra,4980 Feet,Gold,39.6628,-120.94080,10140812
Orient Mine,Sierra,3681 Feet,Gold,39.4875,-120.98560,10189406
Iron Tails Mine,Sierra,3399 Feet,Gold,39.4669,-121.02810,10189644
Morristown and Angora Group,Sierra,5200 Feet,Gold,39.6528,-120.90330,10189372
Excelslor Placer Drift,Sierra,4980 Feet,Gold,39.6903,-120.92190,10141069
Slate Creek,Sierra,na,Gold,39.7208,-120.91690,10165126
Neocene,Sierra,4268 Feet,Gold,39.5972,-120.99170,10165490
True Grit and Eureka Cons Group,Sierra,3780 Feet,Gold,39.4714,-120.95000,10164993
Occurrence,Sierra,3999 Feet,Gold,39.4814,-120.92670,10286898
Unnamed Gold,Sierra,3199 Feet,Gold,39.4336,-120.90860,10116788
Shaughnessy,Sierra,3199 Feet,Gold,39.5561,-120.76500,10262559
Unidentified Working,Sierra,5200 Feet,Gold,39.5769,-120.68060,10213436
Elcay,Sierra,5600 Feet,Gold,39.5394,-120.74220,10213424
Ixl Group,Sierra,6401 Feet,Gold,39.7264,-120.86720,10140705
Rattle Snake Group,Sierra,4551 Feet,Gold,39.6542,-120.81330,10237767
West Yuba Rare Ii Area,Sierra,5961 Feet,Gold,39.6603,-120.84190,10237898
Sierra Gold Mining Co,Sierra,3199 Feet,Gold,39.58,-120.81140,10262646
Occurrence,Sierra,2999 Feet,Gold,39.5669,-120.87560,10237490
Hope,Sierra,na,Gold,39.45167,-120.82611,10034783
Bigelow,Sierra,4400 Feet,Gold,39.57083,-120.63111,10086599
Brown Bear,Sierra,na,Gold,39.48694,-120.86111,10086526
Mooers & Sharachu,Sierra,na,Gold,39.56861,-120.69333,10086583
Von Humboldt,Sierra,na,Gold,39.46944,-120.74778,10086578
Pilgrim,Sierra,na,Gold,39.47972,-120.76083,10086577
Oriflame,Sierra,na,Gold,39.45,-120.83389,10086515
Grissly Hill,Sierra,3501 Feet,Gold,39.52056,-121.01861,10111079
Jack Tony Claim,Sierra,1680 Feet,Gold,39.6986,-120.83560,10213851
West Yuba Rare Ii Area,Sierra,3340 Feet,Gold,39.6044,-120.83000,10262310
Unnamed Prospect,Sierra,5538 Feet,Gold,39.6192,-120.79920,10286752
One Day At Time/Easy Does It Mine,Sierra,5440 Feet,Gold,39.6183,-120.80080,10165467
Bank Mining Co.,Sierra,4199 Feet,Gold,39.45472,-120.91500,10103082
Bessler,Sierra,3501 Feet,Gold,39.57139,-120.82361,10086551
Myrtle Mine,Sierra,3501 Feet,Gold,39.58444,-120.85861,10086543
Hughes and Westfall Hydraulic,Sierra,6959 Feet,Gold,39.67333,-120.59000,10111128
Black Bear Drift Mine Prospect,Sierra,5200 Feet,Gold,39.61,-120.88306,10111113
Old Colony,Sierra,4685 Feet,Gold,39.50444,-120.87667,10111103
Mt Alta Drift Mine,Sierra,3501 Feet,Gold,39.46694,-120.97472,10111083
Atom Group,Sierra,3501 Feet,Gold,39.48833,-120.99778,10086506
Blue Grouse Mine,Sierra,na,Gold,39.44194,-120.96278,10086503
Caladonia Development Co,Sierra,3540 Feet,Gold,39.55139,-120.81889,10111120
Independent Claim,Sierra,3199 Feet,Gold,39.43917,-120.80500,10103095
Unidentified Workings,Sierra,na,Gold,39.56917,-120.65722,10034839
Unidentified Workings,Sierra,na,Gold,39.58972,-120.58750,10034837
Unidentified Workings,Sierra,na,Gold,39.58389,-120.73750,10034830
Mountaineer,Sierra,6099 Feet,Gold,39.62583,-120.65000,10034797
Mountaineer,Sierra,na,Gold,39.66806,-120.57861,10086603
Colombo-Bullion Group,Sierra,5000 Feet,Gold,39.57889,-120.67528,10086595
Nixon,Sierra,na,Gold,39.48,-120.72583,10086575
Bowman,Sierra,na,Gold,39.44472,-120.94417,10086504
Sebastapol,Sierra,na,Gold,39.65833,-120.59444,10086605
Phoenix,Sierra,6499 Feet,Gold,39.57917,-120.62194,10086597
Sacred Mount & Butte Saddle Group,Sierra,na,Gold,39.59,-120.64083,10086596
Lone Star Group,Sierra,na,Gold,39.65222,-120.69278,10086588
Niagara,Sierra,na,Gold,39.75222,-120.88333,10086567
James,Sierra,na,Gold,39.47083,-120.89250,10086531
Red Star,Sierra,na,Gold,39.47861,-120.84778,10086524
Kinselbach,Sierra,na,Gold,39.47167,-120.79889,10086522
Sleeping Beauty,Sierra,na,Gold,39.43778,-120.83250,10103111
Seven Spot,Sierra,na,Gold,39.4375,-120.81900,10103109
Minnesota Development Gp.,Sierra,4324 Feet,Gold,39.4575,-120.82250,10103100
Monte Carlo,Sierra,4721 Feet,Gold,39.65917,-120.81278,10077687
Mount Vernon and Mott Tunnel,Sierra,5361 Feet,Gold,39.53056,-120.81667,10077641
New Jersey,Sierra,3921 Feet,Gold,39.47278,-120.89694,10077654
Emerald,Sierra,na,Gold,39.52806,-120.74500,10034770
Four Hills,Sierra,na,Gold,39.69861,-120.70972,10086586
Evans,Sierra,na,Gold,39.485,-120.87917,10086529
Unidentified Workings,Sierra,na,Gold,39.56083,-120.62806,10034840
Ophir,Sierra,na,Gold,39.45722,-120.85667,10034803
Montpelier,Sierra,na,Gold,39.57278,-120.82361,10034795
Lonesome Pine,Sierra,3999 Feet,Gold,39.52944,-120.76389,10034787
Rennissance,Sierra,5200 Feet,Gold,39.70444,-120.84139,10077671
Hanley and Co Gravel Claim,Sierra,4180 Feet,Gold,39.46583,-120.86667,10077655
Council Hill,Sierra,4199 Feet,Gold,39.58056,-121.00111,10077626
Indian Hill,Sierra,3360 Feet,Gold,39.50778,-120.99556,10077618
American Mng and Dev Co,Sierra,3999 Feet,Gold,39.51556,-120.94306,10077617
Bunker Hill and Mountain Boy,Sierra,4721 Feet,Gold,39.65417,-120.95361,10111093
Suffolk Drift Mine,Sierra,5200 Feet,Gold,39.67083,-120.91806,10111092
Scalan Mine,Sierra,3159 Feet,Gold,39.50139,-120.97917,10111082
Arizona Mine,Sierra,na,Gold,39.51583,-121.00722,10086573
Salinas & Mercer,Sierra,5699 Feet,Gold,39.5575,-120.70750,10086569
Diamond Mine,Sierra,na,Gold,39.64583,-120.86972,10086560
Finane,Sierra,na,Gold Chromium,39.48556,-120.87917,10086530
Tomboy & Eureka,Sierra,4199 Feet,Gold,39.48611,-120.87917,10086528
Arcade,Sierra,3999 Feet,Gold,39.45833,-120.82417,10086508
Andy Fitz Mng and Mfg Co,Sierra,na,Gold,39.51583,-120.87944,10106531
Unidentified Working,Sierra,na,Gold,39.755,-120.88361,10086563
Sierra Gold Mining Co.,Sierra,3199 Feet,Gold,39.58417,-120.80500,10086549
Bunker Hill Mine,Sierra,6001 Feet,Gold,39.67111,-120.83861,10077686
Golden Spector,Sierra,6040 Feet,Gold,39.67889,-120.84333,10077684
Unidentified Workings,Sierra,na,Gold,39.40833,-121.00528,10034823
Unidentified Workings,Sierra,5400 Feet,Gold,39.69139,-120.90083,10077675
Goodyear Bar,Sierra,2680 Feet,Gold,39.54306,-120.87472,10077639
Yellow Jacket,Sierra,na,Gold,39.47722,-120.75139,10034848
Urelene,Sierra,na,Gold,39.45611,-120.77306,10034842
Unidentified Workings,Sierra,na,Gold,39.54306,-120.70556,10034826
Pat Young,Sierra,na,Gold,39.57194,-120.65139,10034807
Oro,Sierra,2999 Feet,Gold,39.55028,-120.82306,10034804
Lorenzo,Sierra,6001 Feet,Gold,39.65222,-120.71083,10034788
Jim Crow,Sierra,5000 Feet,Gold,39.53806,-120.75333,10034784
Forest Queen,Sierra,na,Gold,39.68333,-120.64306,10034773
Mount Moriah,Sierra,5000 Feet,Gold,39.48472,-120.76278,10086576
Gold Canyon,Sierra,2999 Feet,Gold,39.44194,-120.80889,10103092
Bull of the Woods,Sierra,7100 Feet,Gold,39.66806,-120.57806,10086604
Ruby Mine,Sierra,4600 Feet,Gold,39.4706,-120.84310,10189695
Eureka,Sierra,5000 Feet,Gold,39.62056,-120.90000,10077659
Golden Hope,Sierra,3999 Feet,Gold,39.47306,-120.82056,10077657
Ostego,Sierra,na,Gold,39.614,-120.78400,10034805
Woodacre Mine,Sierra,5600 Feet,Gold,39.74667,-120.90306,10077693
Golden Eva,Sierra,5308 Feet,Gold,39.67917,-120.90583,10077681
Wyoming & Wyoming Ext.,Sierra,na,Gold,39.47167,-120.85278,10034847
Snowden Hill,Sierra,3799 Feet,Gold,39.51167,-120.95167,10111080
Highland Mary,Sierra,5000 Feet,Gold,39.6678,-120.91920,10165472
Queen,Sierra,5200 Feet,Gold,39.6667,-120.93220,10165050
Canada Claim,Sierra,5000 Feet,Gold,39.6608,-120.94110,10165475
Snowden Gravel Mine,Sierra,4400 Feet,Gold,39.4633,-120.84720,10237629
Last Chance,Sierra,4321 Feet,Gold,39.5244,-120.85560,10262163
Homestake,Sierra,4199 Feet,Gold,39.5356,-120.86030,10238026
Placer Diggings,Sierra,4301 Feet,Gold,39.4583,-120.83780,10262545
Sunset Drift Mine,Sierra,3199 Feet,Gold,39.5406,-120.87390,10213409
Goodyear Bar,Sierra,2680 Feet,Gold,39.5431,-120.87470,10286942
Old Mexican Group,Sierra,5000 Feet,Gold,39.5361,-120.85030,10262476
Slug Canyon Tunnel Co,Sierra,5000 Feet,Gold,39.5383,-120.84940,10165388
Triple Pocket Mine,Sierra,3599 Feet,Gold,39.545,-120.83190,10237865
Oro Mine,Sierra,4199 Feet,Gold,39.5444,-120.82830,10262637
Prospect,Sierra,4800 Feet,Gold,39.5403,-120.82500,10165134
Walker & Rossi Group,Sierra,3199 Feet,Gold,39.5058,-120.99830,10238214
Big Avalanche Group,Sierra,4800 Feet,Gold,39.5553,-120.67110,10262287
Buckeye Consolidated,Sierra,3839 Feet,Gold,39.5681,-120.67140,10213715
Shamrock Group,Sierra,6001 Feet,Gold,39.5786,-120.64470,10134531
Diadem Claim,Sierra,4701 Feet,Gold,39.48556,-120.85833,10103086
Morning Glory,Sierra,3960 Feet,Gold,39.46778,-120.83833,10077656
Sebastopol,Sierra,6959 Feet,Gold,39.6667,-120.59190,10237508
