i	dep_id	yr	line	res_nm	res_tp	proved	probable	reserves	meas	indic	demo	infer	tot_resources	tot_endowment	units	best_rec	remrk	inserted_by	insert_date	updated_by	update_date
5115	"10056376"	"1985"	20	""	"In-situ"								317450000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5116	"10254956"	"1984"	2	""	"In-situ"					317450	317540		317540		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5117	"10057986"	"1966"	1	""	"In-situ"								4500000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5118	"10254956"	"1974"	1	""	"In-situ"					360000	360000		360000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5119	"10183571"	"1977"	3	""	"In-situ"				7500000		7500000		7500000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5120	"10256015"	"1988"	3	""	"In-situ"							440	440		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5121	"10207403"	"1973"	2	""	"In-situ"								50000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
5122	"10256015"	"1984"	2	""	"In-situ"							55	55		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5123	"10256015"	"1984"	1	""	"In-situ"							314	314		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5124	"10255522"	"1990"	1	""	"In-situ"						30000000		30000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5125	"10310433"	"1989"	24	""	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5126	"10310433"	"1988"	22	""	"In-situ"								10000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5127	"10310433"	"1987"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5128	"10256366"	"1990"	1	""	"In-situ"				366000000		366000000		366000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5129	"10024317"	"1982"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5130	"10100657"	"1983"	22	""	"In-situ"								13179000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5131	"10100657"	"1983"	20	""	"In-situ"								2312000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5132	"10056504"	"1991"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5133	"10174157"	"1970"	1	""	"In-situ"					39553000					"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"DCAUSEY"	"09-DEC-10"
5134	"10159405"	"1991"	1	""	"In-situ"										"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	""	""
5135	"10078120"	"1970"	22	""	"In-situ"					25000000					"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	""	""
5136	"10078120"	"1970"	20	""	"In-situ"				2000000						"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
5137	"10078120"	"1970"	1	""	"In-situ"								4000000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
5138	"10304419"	"1993"	2	""	"In-situ"						3000000		3000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5139	"10304419"	"1983"	1	""	"In-situ"						3000000		3000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5140	"10206647"	"1993"	1	""	"In-situ"										"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
5141	"10279828"	"1993"	1	""	"In-situ"										"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	""	""
5142	"10303799"	"1992"	1	""	"In-situ"				50000000		50000000		50000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5143	"10303799"	"1985"	9	""	"In-situ"					95000000	95000000		95000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5144	"10303799"	"1985"	2	""	"In-situ"					10000000	10000000		10000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5145	"10259959"	"1940"	4	""	"In-situ"								500000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
5146	"10259959"	"1940"	3	""	"In-situ"							3700000	3700000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5147	"10259959"	"1940"	2	""	"In-situ"							22000000	22000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5148	"10259959"	"1940"	1	""	"In-situ"								23000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
5149	"10142743"	"1979"	1	""	"In-situ"								655600000		"mt "	""	"Total tonnage of carbonatite estimated by Staatz and others .(1979)"	"DCAUSEY"	"18-NOV-10"	""	""
5150	"10142743"	"1960"	1	""	"In-situ"							90000000			"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"DCAUSEY"	"18-NOV-10"
5151	"10048509"	"1993"	1	""	"In-situ"								2000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5152	"10155244"	"1970"	1	""	"In-situ"								5080		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	""	""
5153	"10078613"	"1955"	1	""	"In-situ"								3129000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5154	"10005926"	"1970"	1	""	"In-situ"								15137000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5155	"10303996"	"1987"	1	""	"In-situ"						1647000		1647000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5156	"10264594"	"1956"	1	""	"In-situ"					1092000	1092000		1092000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5157	"10221891"	"1990"	1	""	"In-situ"				907200		907200		1814400		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5158	"10012964"	"1949"	1	""	"In-situ"								9000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5159	"10229543"	"1961"	3	""	"In-situ"					134266000	134266000	134266000	268532000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5160	"10229543"	"1961"	1	""	"In-situ"					27216000	27216000	27216000	54432000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5161	"10223672"	"1944"	2	""	"In-situ"					3500	3500	4500	8000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5162	"10223672"	"1944"	1	""	"In-situ"					84000	84000	184000	268000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5163	"10072770"	"1960"	20	""	"In-situ"								45019		"mt ore"	"Y"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
5164	"10280492"	"1987"	1	""	"In-situ"						29047000		29047000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5165	"10096826"	"1970"	1	""	"In-situ"								43500000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
5166	"10024367"	"1982"	20	""	"In-situ"								1000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5167	"10024366"	"1982"	20	""	"In-situ"				79000						"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5168	"10057668"	"1994"	20	""	"In-situ"								311800000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5169	"10057668"	"1991"	1	""	"In-situ"								4750000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
5170	"10295463"	"1996"	4	""	"In-situ"								8261000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5171	"10206452"	"1991"	3	""	"In-situ"						322538		322538		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5172	"10206452"	"1991"	2	""	"In-situ"						16000		16000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5173	"10206452"	"1991"	1	""	"In-situ"						306538		306538		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5174	"10096820"	"1972"	20	""	"In-situ"								25000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5175	"10279398"	"1990"	9	""	"In-situ"					5400000	5400000		5400000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5176	"10279398"	"1990"	1	""	"In-situ"					5400000	5400000		5400000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5177	"10303385"	"1969"	1	""	"In-situ"					1800000	1800000		1800000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5178	"10232534"	"1986"	1	""	"In-situ"										"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	""	""
5179	"10256273"	"1971"	3	""	"In-situ"				187000		187000		187000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5180	"10183534"	"1992"	1	""	"In-situ"				48800000		48800000		48800000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5181	"10183021"	"0"	3	""	"In-situ"				36000000		36000000		36000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5182	"10231057"	"1981"	1	""	"In-situ"							800	800		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5183	"10039243"	"1973"	1	""	"In-situ"								194000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5184	"10134011"	"1991"	1	""	"In-situ"										"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
5185	"10134011"	"1980"	2	""	"In-situ"				7400000		7400000		7400000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5186	"10133821"	"1993"	1	""	"In-situ"				1000000		1000000		1000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5187	"10220520"	"1970"	2	""	"In-situ"							54431000	77110000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5188	"10220520"	"1970"	1	""	"In-situ"							5443100	6803800		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5189	"10279998"	"1989"	1	""	"In-situ"										"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
5190	"10183153"	"1973"	1	""	"In-situ"				4500000		4500000		4500000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5191	"10024810"	"1976"	20	""	"In-situ"								6000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5192	"10133836"	"1993"	1	""	"In-situ"										"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
5193	"10055013"	"1961"	1	""	"In-situ"								900000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5194	"10004198"	"1987"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5195	"10069102"	"1979"	1	""	"In-situ"								158000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5196	"10027180"	"1988"	3	""	"In-situ"						3401000				"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5197	"10027180"	"1986"	1	""	"Tailings"								2494000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5198	"10098326"	"1956"	1	""	"In-situ"								34000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5199	"10249977"	"1944"	1	""	"In-situ"							68000	68000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5200	"10129407"	"0"	1	""	"In-situ"					7000000	7000000	14000000	21000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5201	"10036213"	"1944"	1	""	"In-situ"								2721000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5202	"10228729"	"1976"	1	""	"In-situ"					581000	581000	454000	1035000		"mt commodity"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5203	"10084829"	"1976"	1	""	"In-situ"								257000000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
5204	"10104190"	"1989"	1	""	"In-situ"								81900000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5205	"10182922"	"1977"	3	""	"In-situ"				80000000		80000000		80000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5206	"10182922"	"0"	4	""	"In-situ"				12500000		12500000		12500000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5207	"10100641"	"1987"	1	""	"In-situ"								61000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5208	"10279222"	"1990"	5	""	"In-situ"				83000000	122491000	122491000		122491000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5209	"10279222"	"1989"	9	""	"In-situ"				140000000		140000000		140000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5210	"10279222"	"1989"	4	""	"In-situ"				140000000		140000000		140000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5211	"10279222"	"1988"	3	""	"In-situ"				98000000		98000000		98000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5212	"10279222"	"1985"	2	""	"In-situ"				106355000		106355000		106355000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5213	"10279222"	"1977"	1	""	"In-situ"				227700000		227700000		227700000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5214	"10232277"	"1970"	3	""	"In-situ"				13000000	15000000	28000000		28000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5215	"10006377"	"1989"	20	""	"In-situ"								1649630000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5216	"10207252"	"1994"	9	""	"In-situ"						4602100		4602100		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5217	"10207252"	"1994"	7	""	"In-situ"							210500	210500		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5218	"10207252"	"1994"	6	""	"In-situ"							323000	323000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5219	"10207252"	"1994"	5	""	"In-situ"						934700		934700		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5220	"10207252"	"1994"	4	""	"In-situ"						3667400		3667400		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5221	"10295463"	"1996"	3	""	"In-situ"							38102000	38102000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5222	"10295463"	"1990"	2	""	"In-situ"						2812000		2812000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5223	"10295463"	"1990"	1	""	"In-situ"				16692000		16692000		16692000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5224	"10048574"	"1983"	1	""	"In-situ"								54000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5225	"10111713"	"1985"	1	""	"In-situ"							240000	240000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5226	"10282734"	"1984"	1	""	"In-situ"							992	992		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5227	"10068128"	"1978"	20	""	"In-situ"								8000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5228	"10068128"	"1981"	3	""	"In-situ"								71159000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	""	""
5229	"10068128"	"1980"	1	""	"In-situ"								100000000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
5230	"10079233"	"1975"	20	""	"In-situ"								43000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5231	"10182502"	"1964"	3	""	"In-situ"				75000		75000		75000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5232	"10049228"	"1985"	20	""	"In-situ"								17000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5233	"10207403"	"1987"	3	""	"In-situ"					700000	700000		700000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5234	"10207403"	"1968"	1	""	"In-situ"								370000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
5235	"10226093"	"1997"	2	""	"In-situ"						140000		140000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5236	"10226093"	"1976"	1	""	"In-situ"					1934000	1934000		1934000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5237	"10025338"	"1976"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5238	"10183134"	"1989"	9	""	"In-situ"					300000	300000		300000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5239	"10183134"	"1992"	4	""	"In-situ"							26000000	26000000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5240	"10183134"	"1989"	3	""	"In-situ"					300000	300000		300000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5241	"10183134"	"1975"	2	""	"In-situ"					10685000	10685000		10685000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5242	"10183134"	"2010"	1	"Kansanshi, total endowment"	"In-situ"									412472600	"mt ore"	"Y"	"Total endowment"	"AWILSON"	"20-SEP-10"	""	""
5243	"10021639"	"1982"	20	""	"In-situ"								1609761000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5244	"10208270"	"1993"	2	""	"In-situ"						200000		200000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5245	"10208270"	"1983"	1	""	"In-situ"						200000		200000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5246	"10182637"	"1994"	1	""	"In-situ"					26230	26230	3900	30130		"kg commodity"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5247	"10304053"	"1980"	1	""	"In-situ"								500000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
5248	"10158050"	"1990"	1	""	"In-situ"										"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
5249	"10257200"	"1987"	1	""	"In-situ"				310000000		310000000		310000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5250	"10066768"	"1988"	1	""	"In-situ"								634000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5251	"10066768"	"1987"	5	""	"In-situ"								600000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5252	"10206716"	"1992"	2	""	"In-situ"					10000000	10000000		10000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5253	"10133945"	"1988"	2	""	"In-situ"				300000		300000		300000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5254	"10133945"	"1981"	1	""	"In-situ"				640000	250000	890000	500000	1390000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5255	"10303538"	"1992"	1	""	"In-situ"					2259000	2259000		2259000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5256	"10280546"	"1983"	2	""	"In-situ"						200000		200000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5257	"10183214"	"1977"	3	""	"In-situ"				334350000		334350000		334350000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5258	"10207788"	"1992"	6	""	"In-situ"								51000000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5259	"10183597"	"1993"	1	""	"In-situ"					2140000	2140000		2140000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5260	"10023131"	"1972"	20	""	"In-situ"								3800000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5261	"10073130"	"1976"	1	""	"In-situ"								11000000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
5262	"10400183"	"1998"	1	""	"In-situ"								14000000		"mt ore"	"Y"	""	"WHERAN"	"19-SEP-2007 09:55:19"	""	""
5263	"10400183"	"1998"	2	"Cu"	"In-situ"								56000		"mt ore"	""	""	"WHERAN"	"19-SEP-2007 09:57:38"	""	""
5264	"10400183"	"1998"	3	"Ag"	"In-situ"								630		"mt ore"	""	""	"WHERAN"	"19-SEP-2007 09:58:42"	""	""
5265	"10255509"	"1976"	9	""	"In-situ"					259700000	259700000		259700000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5266	"10255509"	"1976"	2	""	"In-situ"					117900000	117900000		117900000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5267	"10255509"	"1976"	1	""	"In-situ"					259700000	259700000		259700000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5268	"10158254"	"1996"	7	""	"In-situ"						90000000		90000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5269	"10158254"	"1994"	9	""	"In-situ"						81600000		81600000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5270	"10158254"	"1994"	6	""	"In-situ"						81600000		81600000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5271	"10158254"	"1993"	5	""	"In-situ"						32000000		32000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5272	"10207252"	"1993"	3	""	"In-situ"					4704000	4704000		4704000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5273	"10207252"	"1993"	2	""	"In-situ"					3680000	3680000		3680000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5274	"10207252"	"1993"	1	""	"In-situ"					1024000	1024000		1024000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5275	"10136500"	"1984"	1	""	"In-situ"							220	220		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
