i	dep_id	yr	line	res_nm	res_tp	proved	probable	reserves	meas	indic	demo	infer	tot_resources	tot_endowment	units	best_rec	remrk	inserted_by	insert_date	updated_by	update_date
177	"10134377"	"1976"	1	""	"In-situ"							35000000	35000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
178	"10258464"	"1978"	1	""	"In-situ"							25400	25400		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
179	"10136954"	"1995"	3	""	"In-situ"							30722000			"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
180	"10136954"	"1995"	2	""	"In-situ"						60839000				"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
181	"10073110"	"1975"	1	""	"In-situ"								32000000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
182	"10136954"	"1994"	1	""	"In-situ"						61688580	29029920	90718500		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
183	"10136954"	"1997"	5	""	"In-situ"						27293560				"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
184	"10136954"	"1997"	4	""	"In-situ"						60838530				"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
185	"10023777"	"1955"	1	""	"In-situ"								200000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
186	"10133974"	"0"	1	""	"In-situ"						37000000		37000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
187	"10172793"	"1996"	1	""	"In-situ"								5443108		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
188	"10158005"	"1987"	3	""	"In-situ"				15447		15447		15447		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
189	"10158005"	"1987"	2	""	"In-situ"				34690		34690		34690		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
190	"10158005"	"1987"	1	""	"In-situ"				72270		72270		72270		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
191	"10158369"	"0"	1	""	"In-situ"								910000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	""	""
192	"10400130"	"2007"	1	""	"In-situ"								34		"mt ore"	"Y"	""	"HTMLDB_PUBLIC_USER"	"24-JUL-2007 10:07:02"	"WBFERGUS"	"25-JUL-2007 12:29:16"
193	"10134137"	"1993"	1	""	"In-situ"										"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
194	"10004027"	"1971"	1	""	"In-situ"								20000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
195	"10003993"	"1971"	20	""	"In-situ"								151130000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
196	"10173484"	"1980"	1	""	"In-situ"							175000	175000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
197	"10182283"	"0"	1	""	"In-situ"										"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	""	""
198	"10069462"	"1972"	1	""	"In-situ"								1000000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
199	"10307224"	"1997"	2	""	"In-situ"								508000		"mt ore"	""	""	"woodruff"	"13-OCT-04"	""	""
200	"10307224"	"1993"	1	""	"In-situ"								1400000		"mt ore"	"Y"	""	"woodruff"	"13-OCT-04"	""	""
201	"10043436"	"1975"	22	""	"Dump"										"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
202	"10043436"	"1944"	20	""	"In-situ"								3000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
203	"10078530"	"1970"	1	""	"In-situ"								2000000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
204	"10006578"	"1991"	1	""	"In-situ"								7500000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
205	"10084791"	"1993"	22	""	"In-situ"								11000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
206	"10084791"	"1993"	20	""	"In-situ"								15000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
207	"10084791"	"1991"	24	""	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
208	"10134025"	"1990"	2	""	"In-situ"					253519000	253519000		253519000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
209	"10134025"	"1989"	1	""	"In-situ"					265200000	265200000		265200000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
210	"10279484"	"1983"	1	""	"In-situ"						2800000		2800000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
211	"10133756"	"1993"	1	""	"In-situ"				1443324675		1443324675		1443324675		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
212	"10279645"	"0"	1	""	"In-situ"						2100000		2100000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
213	"10279976"	"1994"	9	""	"In-situ"						7210000		7210000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
214	"10279976"	"1994"	2	""	"In-situ"							1000000	1000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
215	"10279976"	"1994"	1	""	"In-situ"						7210000		7210000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
216	"10133971"	"1977"	1	""	"In-situ"				221000	608000	829000	95000	924000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
217	"10055030"	"1979"	1	""	"In-situ"								41400000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
218	"10100943"	"1944"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
219	"10064981"	"1994"	20	""	"In-situ"								502000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
220	"10099351"	"1988"	22	""	"Leaching"										"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
221	"10099351"	"1988"	20	""	"Milling"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
222	"10065219"	"1994"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
223	"10163547"	"1948"	1	""	"In-situ"					1820000	1820000		1820000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
224	"10078072"	"1973"	5	""	"In-situ"								6000000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	""	""
225	"10078072"	"1973"	3	""	"In-situ"								42000000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	""	""
226	"10105717"	"1994"	1	""	"In-situ"								13605000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
227	"10003971"	"1969"	20	""	"In-situ"								448000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
228	"10134205"	"1993"	1	""	"In-situ"				270000000	16200000	286200000		286200000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
229	"10207102"	"1993"	1	""	"In-situ"						80000000		80000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
230	"10072664"	"1970"	20	""	"In-situ"								165168		"mt ore"	"Y"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
231	"10056318"	"1989"	22	""	"In-situ"								78000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
232	"10056318"	"1973"	1	""	"In-situ"								12530000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
233	"10046742"	"1970"	1	""	"In-situ"								907000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
234	"10310371"	"1984"	1	""	"In-situ"					3500000	3500000				"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
235	"10310371"	"1990"	7	""	"In-situ"								952000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
236	"10310371"	"1989"	5	""	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
237	"10310371"	"1986"	3	""	"In-situ"								811000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
238	"10310371"	"1983"	1	""	"In-situ"								2267000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
239	"10310371"	"1981"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
240	"10086659"	"1985"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
241	"10230095"	"1974"	3	""	"In-situ"				8000000		8000000		8000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
242	"10056536"	"1991"	20	""	"In-situ"								25000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
243	"10157944"	"0"	1	""	"In-situ"										"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
244	"10065495"	"1987"	20	""	"In-situ"								175512000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
245	"10158592"	"1992"	1	""	"In-situ"					116000000	116000000		116000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
246	"10277738"	"1977"	1	""	"In-situ"					388000	388000	2268000	4082000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
247	"10231443"	"1990"	1	""	"In-situ"							4400000	4400000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
248	"10006395"	"1983"	26	""	"In-situ"								58000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
249	"10006395"	"1977"	24	""	"In-situ"								52387000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
250	"10006395"	"1977"	22	""	"In-situ"								64445000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
251	"10006395"	"1977"	20	""	"In-situ"								44874000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
252	"10097736"	"1982"	1	""	"In-situ"								11880000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
253	"10304592"	"0"	1	""	"In-situ"						1000000		1000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
254	"10057971"	"1974"	1	""	"In-situ"								29000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
255	"10400132"	"2007"	1	""	"In-situ"								150		"mt ore"	"Y"	""	"HTMLDB_PUBLIC_USER"	"24-JUL-2007 11:18:10"	"HTMLDB_PUBLIC_USER"	"24-JUL-2007 12:42:47"
256	"10040402"	"2009"	1	""	"In-situ"						39050000				"mt ore"	""	"NI 43-101 2009 p. 125."	"PSCHRUBE"	"28-SEP-11"	"PSCHRUBE"	"28-SEP-11"
257	"10109803"	"1977"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
258	"10027421"	"1931"	1	""	"In-situ"								4464000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
259	"10027423"	"1931"	1	""	"In-situ"								4464000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
260	"10072667"	"1967"	20	""	"In-situ"								119216		"mt ore"	"Y"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
261	"10206212"	"1981"	1	""	"In-situ"					131000000	131000000		131000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
262	"10304396"	"1995"	9	""	"In-situ"				12000000		12000000		12000000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
263	"10304396"	"1995"	3	""	"In-situ"						12000000		12000000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
264	"10084791"	"1965"	1	""	"In-situ"								1300000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
265	"10009243"	"1941"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
266	"10113726"	"1995"	2	""	"In-situ"			500000000							"mt ore"	""	""	"CLAANDER"	"30-JUL-09"	""	""
267	"10113726"	"2008"	1	""	"In-situ"			450000000							"mt ore"	"Y"	"Red Hills property"	"CLAANDER"	"30-JUL-09"	"PSCHRUBE"	"21-SEP-10"
268	"10113726"	"1995"	1	""	"In-situ"			454000000							"mt ore"	""	""	"CLAANDER"	"30-JUL-09"	""	""
269	"10065494"	"1987"	20	""	"In-situ"								316455000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
270	"10188037"	"1977"	2	""	"In-situ"							500	1000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
271	"10188037"	"1977"	1	""	"In-situ"							3000	5000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
272	"10049293"	"1985"	20	""	"In-situ"								2300000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
273	"10049293"	"1987"	1	""	"In-situ"								2800000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
274	"10096538"	"1966"	20	""	"In-situ"								25000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
275	"10049064"	"1987"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
276	"10133585"	"1993"	2	""	"In-situ"				1200000		1200000		1200000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
277	"10133585"	"1993"	1	""	"In-situ"						2200000		2200000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
278	"10118178"	"1992"	1	""	"In-situ"				114500000		114500000		114500000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
279	"10079655"	"1972"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
280	"10115118"	"1994"	1	""	"In-situ"						4808000		4808000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
281	"10115118"	"1996"	5	""	"In-situ"						6076000		6076000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
282	"10115118"	"1996"	4	""	"In-situ"							386036	386036		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
283	"10078072"	"1973"	1	""	"In-situ"								102000000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
284	"10134430"	"1993"	2	""	"In-situ"						133200000		133200000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
285	"10134430"	"1982"	1	""	"In-situ"				178350000	10339999	188689999		188689999		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
286	"10097720"	"1979"	20	""	"In-situ"								5086000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
287	"10005909"	"1971"	20	""	"In-situ"								2000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
288	"10230842"	"1985"	4	""	"In-situ"				22500000		22500000		22500000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
289	"10230842"	"1985"	3	""	"In-situ"				22500000		22500000		22500000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
290	"10230842"	"1985"	2	""	"In-situ"				75000000		75000000		75000000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
291	"10230842"	"1985"	1	""	"In-situ"				50000000		50000000		50000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
292	"10073110"	"1975"	24	""	"In-situ"								41000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
293	"10073110"	"1975"	22	""	"In-situ"								81000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
294	"10073110"	"1975"	20	""	"In-situ"								32000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
295	"10073110"	"1975"	5	""	"In-situ"								41000000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	""	""
296	"10073110"	"1975"	3	""	"In-situ"								81000000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	""	""
297	"10265573"	"0"	1	""	"In-situ"							165000	200000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
298	"10207805"	"1976"	3	""	"In-situ"				66000		66000		66000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
299	"10158592"	"1985"	9	""	"In-situ"					99654000					"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
300	"10279443"	"1993"	1	""	"In-situ"										"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	""	""
301	"10086124"	"1966"	3	""	"In-situ"								11000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
302	"10086124"	"1920"	1	""	"In-situ"								18000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
303	"10230323"	"1989"	9	""	"In-situ"						426000		426000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
304	"10230323"	"1989"	1	""	"In-situ"						426000		426000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
305	"10305003"	"1990"	1	""	"In-situ"						544000		544000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
306	"10004056"	"1950"	1	""	"In-situ"								86600000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
307	"10231318"	"1995"	9	""	"In-situ"						34600000		34600000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
308	"10231318"	"1995"	7	""	"In-situ"						34600000		34600000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
309	"10231318"	"1994"	6	""	"In-situ"						34000000		34000000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
310	"10231318"	"1991"	5	""	"In-situ"								535000000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
311	"10231318"	"1991"	4	""	"In-situ"					80000000	80000000		80000000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
312	"10231318"	"1991"	3	""	"In-situ"					169000000	169000000		169000000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
313	"10231318"	"1993"	2	""	"In-situ"					280000000	280000000		280000000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
314	"10231318"	"1993"	1	""	"In-situ"					39000000	39000000		39000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
315	"10133934"	"1994"	1	""	"In-situ"						27900000		27900000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
316	"10003975"	"1972"	20	""	"In-situ"								300000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
317	"10304396"	"1994"	2	""	"In-situ"				12100000		12100000		12100000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
318	"10304396"	"1993"	1	""	"In-situ"				12000000		12000000		12000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
319	"10004215"	"1965"	1	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
320	"10183502"	"1968"	1	""	"In-situ"				8500000		8500000	4000000	12500000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
321	"10133814"	"1977"	3	""	"In-situ"				35000000		35000000		35000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
322	"10133264"	"1991"	1	""	"In-situ"				945510		945510		945510		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
323	"10303793"	"1993"	2	""	"In-situ"						30000000		30000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
324	"10303793"	"1978"	1	""	"In-situ"				30000000		30000000	50000000	80000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
325	"10124918"	"1991"	1	""	"In-situ"						5700000		5700000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
326	"10078071"	"1973"	3	""	"In-situ"								29000000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	""	""
327	"10078071"	"1973"	1	""	"In-situ"								61600000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
328	"10073078"	"1974"	20	""	"In-situ"								6000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
329	"10073078"	"1974"	1	""	"In-situ"								6000000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
330	"10068126"	"1984"	1	""	"In-situ"								50000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
331	"10068126"	"1980"	24	""	"In-situ"								26000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
332	"10068126"	"1979"	20	""	"In-situ"								2437000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
333	"10222434"	"1996"	1	""	"In-situ"					449000000			449000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
334	"10304858"	"1976"	3	""	"In-situ"							300000	300000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
335	"10115118"	"1996"	3	""	"In-situ"						4190400		4190400		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
336	"10115118"	"1994"	2	""	"In-situ"						3109800		3109800		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
337	"10084932"	"1978"	20	""	"In-situ"								8000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
338	"10279463"	"1982"	1	""	"In-situ"					320755	320755		320755		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
339	"10280331"	"1975"	5	""	"In-situ"					50000	50000		50000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
340	"10084801"	"1984"	20	""	"In-situ"								996055000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
341	"10084801"	"1981"	22	""	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
342	"10158127"	"1981"	1	""	"In-situ"					88210000	88210000		88210000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
