gid,state,county,ftr_type,ftr_name,ftr_azimut,topo_name,topo_date,topo_scale,compiledby,remarks,gda_id,scanid,dir,longitude,latitude
495901,CA,Siskiyou,"Open Pit Mine or Quarry",,0,"Fort Jones",1955,62500,USGS,,5501793,297493,,-122.95003734099993,41.60236723100007
495917,CA,Siskiyou,"Open Pit Mine or Quarry",,0,"Fort Jones",1955,62500,USGS,,5501793,297493,,-122.95823604299994,41.61227645400004
495923,CA,Siskiyou,"Open Pit Mine or Quarry",,0,"Fort Jones",1955,62500,USGS,,5501793,297493,,-122.92597100799992,41.58994771300007
501186,CA,Siskiyou,"Prospect Pit",,0,"Fort Jones",1955,62500,USGS,,5501793,297493,,-122.9444289629999,41.582053613000085
48459,CA,Siskiyou,Adit,,6,Greenview,1984,24000,"CA Dept Conserv",,5514823,291013,n,-122.94748039099994,41.584149972000034
489563,CA,Siskiyou,Adit,,22,"Fort Jones",1955,62500,USGS,,5501793,297493,n,-122.92969962299992,41.59306718700009
489730,CA,Siskiyou,Adit,,18,"Fort Jones",1955,62500,USGS,,5501793,297493,n,-122.94947341999995,41.583747790000075
489761,CA,Siskiyou,Adit,,2,"Fort Jones",1955,62500,USGS,,5501793,297493,n,-122.95034906199993,41.578084672000045
489955,CA,Siskiyou,Adit,,1,"Fort Jones",1955,62500,USGS,,5501793,297493,n,-122.94655144199993,41.57922681400004
48570,CA,Siskiyou,Adit,,32,Greenview,1984,24000,"CA Dept Conserv",,5514823,291013,ne,-122.9589108099999,41.593494699000075
48662,CA,Siskiyou,Adit,,47,Greenview,1984,24000,"CA Dept Conserv",,5514823,291013,ne,-122.9484927179999,41.612821516000054
48807,CA,Siskiyou,Adit,,66,Greenview,1984,24000,"CA Dept Conserv",,5514823,291013,ne,-122.95236204199995,41.59618665800008
489736,CA,Siskiyou,Adit,,44,"Fort Jones",1955,62500,USGS,,5501793,297493,ne,-122.94124048499992,41.58223445200008
489907,CA,Siskiyou,Adit,,54,"Fort Jones",1955,62500,USGS,,5501793,297493,ne,-122.9492259559999,41.58266275500006
489935,CA,Siskiyou,Adit,,28,"Fort Jones",1955,62500,USGS,,5501793,297493,ne,-122.93676424299991,41.57852630000008
489949,CA,Siskiyou,Adit,,26,"Fort Jones",1955,62500,USGS,,5501793,297493,ne,-122.92924752599993,41.592864932000055
489972,CA,Siskiyou,Adit,,44,Yreka,1954,62500,USGS,,5505197,302030,ne,-122.72939973299992,41.61523804400008
489991,CA,Siskiyou,Adit,,53,"Fort Jones",1955,62500,USGS,,5501793,297493,ne,-122.94625638899993,41.58529919800009
48571,CA,Siskiyou,Adit,,92,Greenview,1984,24000,"CA Dept Conserv",,5514823,291013,e,-122.94921181299992,41.61357939900006
48655,CA,Siskiyou,Adit,,102,Greenview,1984,24000,"CA Dept Conserv",,5514823,291013,e,-122.94519293199994,41.600993849000076
48686,CA,Siskiyou,Adit,,78,Greenview,1984,24000,"CA Dept Conserv",,5514823,291013,e,-122.94762974299994,41.58356850000007
489752,CA,Siskiyou,Adit,,95,"Fort Jones",1955,62500,USGS,,5501793,297493,e,-122.93585052999993,41.57906881700006
489765,CA,Siskiyou,Adit,,100,"Fort Jones",1955,62500,USGS,,5501793,297493,e,-122.93525566499994,41.59760006000005
489865,CA,Siskiyou,Adit,,111,"Fort Jones",1955,62500,USGS,,5501793,297493,e,-122.93842034799991,41.59563700500007
489887,CA,Siskiyou,Adit,,84,"Fort Jones",1955,62500,USGS,,5501793,297493,e,-122.94875150199994,41.613526903000036
489892,CA,Siskiyou,Adit,,107,"Fort Jones",1955,62500,USGS,,5501793,297493,e,-122.9478934579999,41.583528879000085
489936,CA,Siskiyou,Adit,,108,"Fort Jones",1955,62500,USGS,,5501793,297493,e,-122.93964576999991,41.59386430600006
489956,CA,Siskiyou,Adit,,81,"Fort Jones",1955,62500,USGS,,5501793,297493,e,-122.9485627549999,41.61283089900007
489988,CA,Siskiyou,Adit,,97,"Fort Jones",1955,62500,USGS,,5501793,297493,e,-122.93556499399995,41.57939718300008
48470,CA,Siskiyou,Adit,"Fino Mine",133,Greenview,1984,24000,"CA Dept Conserv",,5514823,291013,se,-122.92733433799992,41.58070494300006
48589,CA,Siskiyou,Adit,,135,Greenview,1984,24000,"CA Dept Conserv",,5514823,291013,se,-122.92772791499993,41.58063985400008
489677,CA,Siskiyou,Adit,,131,"Fort Jones",1955,62500,USGS,,5501793,297493,se,-122.94005027799994,41.59544664800006
84004,CA,Siskiyou,"Prospect Pit",,0,"Youngs Peak",1979,24000,"CA Dept Conserv",,5526491,301467,,-123.25875180899993,41.23250903100006
84005,CA,Siskiyou,"Prospect Pit",,0,"Youngs Peak",1979,24000,"CA Dept Conserv",,5526491,301467,,-123.33853120099991,41.20928395400006
84035,CA,Siskiyou,"Prospect Pit",,0,Cecilville,1979,24000,"CA Dept Conserv",,5510491,289077,,-123.2452901229999,41.23279628100005
84060,CA,Siskiyou,"Prospect Pit",,0,Cecilville,1979,24000,"CA Dept Conserv",,5510491,289077,,-123.22510552099993,41.23675592500007
84082,CA,Siskiyou,"Prospect Pit",,0,Cecilville,1979,24000,"CA Dept Conserv",,5510491,289077,,-123.23938713099994,41.17657054600005
84084,CA,Siskiyou,"Prospect Pit",,0,"Youngs Peak",1979,24000,"CA Dept Conserv",,5526491,301467,,-123.32932687699991,41.19091128700006
84122,CA,Siskiyou,"Prospect Pit",,0,"Youngs Peak",1979,24000,"CA Dept Conserv",,5526491,301467,,-123.26148892899994,41.235114069000076
84234,CA,Siskiyou,"Prospect Pit",,0,"Forks of Salmon",1978,24000,"CA Dept Conserv",,5514029,290607,,-123.3320206119999,41.31243320700008
84583,CA,Trinity,"Prospect Pit",,0,"Youngs Peak",1979,24000,"CA Dept Conserv",,5526491,301467,,-123.36597304599991,41.15742349000004
85708,CA,Siskiyou,Quarry,,0,"Sawyers Bar",1979,24000,"CA Dept Conserv",,5523017,295111,,-123.1622322899999,41.31664333300006
491179,CA,Siskiyou,Mine,"Red Hill Mine",0,"Salmon Mtn.",1955,62500,USGS,"Label without symbol. Point placed at center of label and feature type inferred from label.",5504091,298827,,-123.29374830299992,41.24599733400004
491180,CA,Siskiyou,Mine,"Kramer Mine",0,"Forks of Salmon",1955,62500,USGS,"Label without symbol. Point placed on building symbol and feature type inferred from label.",5501767,297478,,-123.3120498699999,41.28615606100004
494978,CA,Siskiyou,"Open Pit Mine","Dougherty Mine",0,"Forks of Salmon",1955,62500,USGS,,5501767,297478,,-123.25865869099994,41.280752186000086
494981,CA,Siskiyou,"Open Pit Mine","Crapo Mine",0,"Forks of Salmon",1955,62500,USGS,,5501767,297478,,-123.35982861399992,41.29531416900005
494983,CA,Siskiyou,"Open Pit Mine","Hickey Mine",0,"Sawyers Bar",1955,62500,USGS,,5504417,301651,,-123.2131962709999,41.30578016700008
494986,CA,Siskiyou,"Open Pit Mine","Codfish Hill Mine",0,"Forks of Salmon",1955,62500,USGS,,5501767,297478,,-123.3574453459999,41.28964914900007
494988,CA,Siskiyou,"Open Pit Mine","Indian Bottom Mine",0,"Forks of Salmon",1955,62500,USGS,,5501767,297478,,-123.38930553499989,41.341461277000064
494989,CA,Siskiyou,"Open Pit Mine","Stanshaw Mine",0,"Salmon Mtn.",1955,62500,USGS,,5504091,298827,,-123.29915586699991,41.248801256000036
494993,CA,Siskiyou,"Open Pit Mine","Bloomer Mine",0,"Forks of Salmon",1955,62500,USGS,,5501767,297478,,-123.3759129369999,41.30359294900006
494996,CA,Siskiyou,"Open Pit Mine","McNeal Mine",0,"Forks of Salmon",1955,62500,USGS,,5501767,297478,,-123.34784897999992,41.275837171000035
494997,CA,Siskiyou,"Open Pit Mine","Sauerkraut Mine",0,"Forks of Salmon",1955,62500,USGS,,5501767,297478,,-123.3768572269999,41.31331288800004
495001,CA,Siskiyou,"Open Pit Mine","Starveout Mine",0,Cecilville,1955,62500,USGS,,5501011,297066,,-123.2181597089999,41.19509497000007
495002,CA,Siskiyou,"Open Pit Mine","New Diggings Mine",0,"Sawyers Bar",1955,62500,USGS,,5504417,301651,,-123.2324530219999,41.29626505400006
495005,CA,Siskiyou,"Open Pit Mine","King Solomon Mine",0,Cecilville,1955,62500,USGS,,5501011,297066,,-123.17350959899994,41.172800373000086
495008,CA,Siskiyou,"Open Pit Mine","Forest and Stout Mine",0,"Forks of Salmon",1955,62500,USGS,,5501767,297478,,-123.27924965599993,41.27429550000005
495011,CA,Siskiyou,"Open Pit Mine","Tryer Mine",0,"Salmon Mtn.",1955,62500,USGS,,5504091,298827,,-123.30717608499992,41.21264297000005
495012,CA,Siskiyou,"Open Pit Mine","Negro Hill Mine",0,"Salmon Mtn.",1955,62500,USGS,,5504091,298827,,-123.27541355999995,41.24424934800004
495015,CA,Siskiyou,"Open Pit Mine","Morehouse Mine",0,"Forks of Salmon",1955,62500,USGS,,5501767,297478,,-123.37649174099994,41.317036269000084
495016,CA,Siskiyou,"Open Pit Mine","Gallia Mine",0,"Sawyers Bar",1955,62500,USGS,,5504417,301651,,-123.1885774349999,41.31421209600006
495019,CA,Siskiyou,"Open Pit Mine","Bonally Mine",0,"Forks of Salmon",1955,62500,USGS,,5501767,297478,,-123.30742431699991,41.26495589600006
495024,CA,Siskiyou,"Open Pit Mine","Red Hill Mine",0,"Sawyers Bar",1955,62500,USGS,,5504417,301651,,-123.18708188999994,41.31629808300005
495850,CA,Siskiyou,"Open Pit Mine or Quarry",,0,Cecilville,1955,62500,USGS,,5501011,297066,,-123.17278073299991,41.180428652000046
495858,CA,Siskiyou,"Open Pit Mine or Quarry",,0,"Sawyers Bar",1955,62500,USGS,,5504417,301651,,-123.22629712399993,41.300466817000085
495862,CA,Siskiyou,"Open Pit Mine or Quarry",,0,"Sawyers Bar",1955,62500,USGS,,5504417,301651,,-123.2052140379999,41.30829528900006
495877,CA,Siskiyou,"Open Pit Mine or Quarry",,0,"Sawyers Bar",1955,62500,USGS,,5504417,301651,,-123.15057852399991,41.35770089200008
495880,CA,Siskiyou,"Open Pit Mine or Quarry",,0,"Sawyers Bar",1955,62500,USGS,,5504417,301651,,-123.16770735799992,41.30646535100004
495891,CA,Siskiyou,"Open Pit Mine or Quarry",,0,"Sawyers Bar",1955,62500,USGS,,5504417,301651,,-123.17152432799992,41.30705454400004
495908,CA,Siskiyou,"Open Pit Mine or Quarry",,0,Cecilville,1955,62500,USGS,,5501011,297066,,-123.15372866299992,41.141070899000056
501138,CA,Siskiyou,"Prospect Pit",,0,Cecilville,1955,62500,USGS,,5501011,297066,,-123.22555602499995,41.225969905000056
501185,CA,Siskiyou,"Prospect Pit",,0,Cecilville,1955,62500,USGS,,5501011,297066,,-123.14771129199994,41.15286886500007
489590,CA,Siskiyou,Adit,Tunnel,2,Cecilville,1955,62500,USGS,,5501011,297066,n,-123.14800824899993,41.15409095600006
48462,CA,Siskiyou,Adit,,41,"Forks of Salmon",1978,24000,"CA Dept Conserv",,5514029,290607,ne,-123.33114840399992,41.32094211600008
48558,CA,Siskiyou,Adit,"White Bear Mine",53,Cecilville,1979,24000,"CA Dept Conserv",,5510491,289077,ne,-123.1533173869999,41.24620916100008
48624,CA,Siskiyou,Adit,,52,"Forks of Salmon",1978,24000,"CA Dept Conserv",,5514029,290607,ne,-123.33121539299992,41.31279164400007
48709,CA,Siskiyou,Adit,"Evergreen Mine",53,"Forks of Salmon",1978,24000,"CA Dept Conserv",,5514029,290607,ne,-123.3313668319999,41.31301822800009
489573,CA,Siskiyou,Adit,,43,"Salmon Mtn.",1955,62500,USGS,,5504091,298827,ne,-123.25832751399992,41.23248448900006
489682,CA,Siskiyou,Adit,Tunnel,37,"Salmon Mtn.",1955,62500,USGS,,5504091,298827,ne,-123.33774621399994,41.21008916200009
489740,CA,Siskiyou,Adit,,59,"Salmon Mtn.",1955,62500,USGS,,5504091,298827,ne,-123.36081974599995,41.22229415000004
489912,CA,Siskiyou,Adit,"Ball Mine",33,"Salmon Mtn.",1955,62500,USGS,,5504091,298827,ne,-123.27544657599992,41.17139600100006
48455,CA,Siskiyou,Adit,,91,"Youngs Peak",1979,24000,"CA Dept Conserv",,5526491,301467,e,-123.2573359559999,41.179609636000066
48591,CA,Siskiyou,Adit,,78,Cecilville,1979,24000,"CA Dept Conserv",,5510491,289077,e,-123.21674619299989,41.17188040000008
48644,CA,Siskiyou,Adit,"Ball Mine",89,"Youngs Peak",1979,24000,"CA Dept Conserv",,5526491,301467,e,-123.2575863919999,41.17926444900007
48815,CA,Siskiyou,Adit,"Bell Mine",73,"Youngs Peak",1979,24000,"CA Dept Conserv",,5526491,301467,e,-123.27843387399992,41.17240426300009
489721,CA,Siskiyou,Adit,"Black Bear Mine",73,"Sawyers Bar",1955,62500,USGS,,5504417,301651,e,-123.15466010099993,41.25909550700004
489750,CA,Siskiyou,Adit,"Bell Mine",73,"Salmon Mtn.",1955,62500,USGS,,5504091,298827,e,-123.2560997139999,41.179546627000036
48493,CA,Siskiyou,Adit,,155,"Youngs Peak",1979,24000,"CA Dept Conserv",,5526491,301467,se,-123.32542710199994,41.197941926000055
48499,CA,Siskiyou,Adit,"Gilta Mine",148,"Youngs Peak",1979,24000,"CA Dept Conserv",,5526491,301467,se,-123.32189769199994,41.19624895000004
48658,CA,Siskiyou,Adit,,150,"Youngs Peak",1979,24000,"CA Dept Conserv",,5526491,301467,se,-123.31343594099991,41.20630777100007
489566,CA,Siskiyou,Adit,"Hansen Mine",141,"Salmon Mtn.",1955,62500,USGS,,5504091,298827,se,-123.3137657879999,41.20653534100006
489713,CA,Siskiyou,Adit,"Knownothing Mine",126,"Salmon Mtn.",1955,62500,USGS,,5504091,298827,se,-123.32589201799993,41.198635112000034
48521,CA,Siskiyou,Adit,,178,"Youngs Peak",1979,24000,"CA Dept Conserv",,5526491,301467,s,-123.32252281199993,41.196914021000055
48770,CA,Siskiyou,Adit,"Knownothing Mine",174,"Youngs Peak",1979,24000,"CA Dept Conserv",,5526491,301467,s,-123.3220972879999,41.20317111700007
489869,CA,Siskiyou,Adit,"Gilta Mine",179,"Salmon Mtn.",1955,62500,USGS,,5504091,298827,s,-123.32557884099992,41.195394098000065
48552,CA,Siskiyou,Adit,"Hansen Mine",203,"Youngs Peak",1979,24000,"CA Dept Conserv",,5526491,301467,sw,-123.31187133899994,41.20701873000007
48716,CA,Siskiyou,Adit,,203,"Youngs Peak",1979,24000,"CA Dept Conserv",,5526491,301467,sw,-123.32258574499991,41.19601788700004
48721,CA,Siskiyou,Adit,,206,"Youngs Peak",1979,24000,"CA Dept Conserv",,5526491,301467,sw,-123.3248362519999,41.19625610300005
48729,CA,Siskiyou,Adit,,267,Cecilville,1979,24000,"CA Dept Conserv",,5510491,289077,w,-123.23072574999992,41.228264557000045
48817,CA,Siskiyou,Adit,"Gunbarrel Mine",287,Cecilville,1979,24000,"CA Dept Conserv",,5510491,289077,w,-123.23915518199993,41.17723033600004
48833,CA,Siskiyou,Adit,,281,Cecilville,1979,24000,"CA Dept Conserv",,5510491,289077,w,-123.23933524599994,41.17744302600005
489656,CA,Siskiyou,Adit,Tunnel,266,Cecilville,1955,62500,USGS,,5501011,297066,w,-123.22143194299991,41.17246344100005
489705,CA,Siskiyou,Adit,,272,Cecilville,1955,62500,USGS,,5501011,297066,w,-123.23084794599993,41.22508189000007
489796,CA,Siskiyou,Adit,,268,Cecilville,1955,62500,USGS,,5501011,297066,w,-123.2379615829999,41.17686258800006
489855,CA,Siskiyou,Adit,,271,Cecilville,1955,62500,USGS,,5501011,297066,w,-123.22310346699993,41.23891893100006
48498,CA,Siskiyou,Adit,,308,Cecilville,1979,24000,"CA Dept Conserv",,5510491,289077,nw,-123.2405652349999,41.17720598500006
48541,CA,Siskiyou,Adit,,309,Cecilville,1979,24000,"CA Dept Conserv",,5510491,289077,nw,-123.24092566799993,41.17707847000008
48808,CA,Siskiyou,Adit,,328,Cecilville,1979,24000,"CA Dept Conserv",,5510491,289077,nw,-123.23000445999992,41.225483893000046
489540,CA,Siskiyou,Adit,"Evergreen Mine",331,"Forks of Salmon",1955,62500,USGS,,5501767,297478,nw,-123.33428367199991,41.31240488600008
489594,CA,Siskiyou,Adit,,300,"Salmon Mtn.",1955,62500,USGS,,5504091,298827,nw,-123.31148426999994,41.210978641000054
489801,CA,Siskiyou,Adit,,311,Cecilville,1955,62500,USGS,,5501011,297066,nw,-123.24092353599991,41.17753264500004
489886,CA,Siskiyou,Adit,,316,"Sawyers Bar",1955,62500,USGS,,5504417,301651,nw,-123.15765498899992,41.264285018000066
490011,CA,Siskiyou,Adit,Tunnel,303,"Salmon Mtn.",1955,62500,USGS,,5504091,298827,nw,-123.4037994979999,41.20580668000008
489709,CA,Siskiyou,Adit,"White Bear Mine",344,Cecilville,1955,62500,USGS,,5501011,297066,n,-123.15412555799992,41.24590312500004
489915,CA,Siskiyou,Adit,Tunnel,358,Cecilville,1955,62500,USGS,,5501011,297066,n,-123.22904716999994,41.22908890200006
48423,CA,Siskiyou,Adit,,25,"Tanners Peak",1977,24000,"CA Dept Conserv",,5524295,300790,ne,-123.0692841039999,41.28173519400008
48559,CA,Siskiyou,Adit,,66,"Tanners Peak",1977,24000,"CA Dept Conserv",,5524295,300790,ne,-123.07240577199991,41.282419951000065
48741,CA,Siskiyou,Adit,,45,"Tanners Peak",1977,24000,"CA Dept Conserv",,5524295,300790,ne,-123.06684798499992,41.270794651000074
489622,CA,Siskiyou,Adit,Tunnel,65,"Sawyers Bar",1955,62500,USGS,,5504417,301651,ne,-123.06706966899992,41.27088721100006
48525,CA,Siskiyou,Adit,,94,"Tanners Peak",1977,24000,"CA Dept Conserv",,5524295,300790,e,-123.0700178489999,41.28628471600007
48543,CA,Siskiyou,Adit,,70,"Tanners Peak",1977,24000,"CA Dept Conserv",,5524295,300790,e,-123.07125537199994,41.28290843800005
48706,CA,Siskiyou,Adit,,83,"Tanners Peak",1977,24000,"CA Dept Conserv",,5524295,300790,e,-123.0705908089999,41.28598742400004
48789,CA,Siskiyou,Adit,,109,"Tanners Peak",1977,24000,"CA Dept Conserv",,5524295,300790,e,-123.03657470099989,41.296258547000036
48435,CA,Siskiyou,Adit,,119,"Tanners Peak",1977,24000,"CA Dept Conserv",,5524295,300790,se,-123.03670089999991,41.295980170000064
48684,CA,Siskiyou,Adit,"Big Cliff Mine",120,"Tanners Peak",1977,24000,"CA Dept Conserv",,5524295,300790,se,-123.03661453299992,41.29613340800006
489549,CA,Siskiyou,Adit,,142,"Sawyers Bar",1955,62500,USGS,,5504417,301651,se,-123.0633015539999,41.27640185000007
489807,CA,Siskiyou,Adit,,132,"Sawyers Bar",1955,62500,USGS,,5504417,301651,se,-123.06376888099993,41.27584696000008
489876,CA,Siskiyou,Adit,,138,"Sawyers Bar",1955,62500,USGS,,5504417,301651,se,-123.06351189899993,41.27611060400005
48628,CA,Siskiyou,Adit,"Jumbo Mine",198,"Tanners Peak",1977,24000,"CA Dept Conserv",,5524295,300790,s,-123.07708282499993,41.27940183800007
48668,CA,Siskiyou,Adit,,178,"Tanners Peak",1977,24000,"CA Dept Conserv",,5524295,300790,s,-123.0341332559999,41.292830087000084
489673,CA,Siskiyou,Adit,,178,"Sawyers Bar",1955,62500,USGS,,5504417,301651,s,-123.0684859239999,41.27841582600007
490009,CA,Siskiyou,Adit,,177,"Sawyers Bar",1955,62500,USGS,,5504417,301651,s,-123.06822037599994,41.277760998000076
48511,CA,Siskiyou,Adit,,232,"Tanners Peak",1977,24000,"CA Dept Conserv",,5524295,300790,sw,-123.07912198499992,41.285424050000074
48550,CA,Siskiyou,Adit,"Dimmick Mine",230,"Tanners Peak",1977,24000,"CA Dept Conserv",,5524295,300790,sw,-123.0652497399999,41.275047123000036
48557,CA,Siskiyou,Adit,,214,"Tanners Peak",1977,24000,"CA Dept Conserv",,5524295,300790,sw,-123.03440906899993,41.292204095000045
48572,CA,Siskiyou,Adit,,218,"Tanners Peak",1977,24000,"CA Dept Conserv",,5524295,300790,sw,-123.03488149599991,41.29279426900007
48579,CA,Siskiyou,Adit,,207,"Tanners Peak",1977,24000,"CA Dept Conserv",,5524295,300790,sw,-123.06549054699991,41.27520056100008
48619,CA,Siskiyou,Adit,,220,"Tanners Peak",1977,24000,"CA Dept Conserv",,5524295,300790,sw,-123.06660663799994,41.298543486000085
48661,CA,Siskiyou,Adit,"Lanky Bob Mine",204,"Tanners Peak",1977,24000,"CA Dept Conserv",,5524295,300790,sw,-123.06772347299994,41.27792948700005
48732,CA,Siskiyou,Adit,,230,"Tanners Peak",1977,24000,"CA Dept Conserv",,5524295,300790,sw,-123.07586596399995,41.279431711000086
48782,CA,Siskiyou,Adit,,205,"Tanners Peak",1977,24000,"CA Dept Conserv",,5524295,300790,sw,-123.0656347289999,41.27528555100008
48827,CA,Siskiyou,Adit,,207,"Tanners Peak",1977,24000,"CA Dept Conserv",,5524295,300790,sw,-123.0352015069999,41.293158292000044
489595,CA,Siskiyou,Adit,,207,"Sawyers Bar",1955,62500,USGS,,5504417,301651,sw,-123.03506295999989,41.29257104100009
489602,CA,Siskiyou,Adit,,207,"Sawyers Bar",1955,62500,USGS,,5504417,301651,sw,-123.03493351799995,41.29279756500006
489723,CA,Siskiyou,Adit,"Jumbo Mine",208,"Sawyers Bar",1955,62500,USGS,,5504417,301651,sw,-123.07687685499991,41.279474210000046
489866,CA,Siskiyou,Adit,"Lanky Bob Mine",218,"Sawyers Bar",1955,62500,USGS,,5504417,301651,sw,-123.06889994999995,41.277210867000065
489934,CA,Siskiyou,Adit,"Big Cliff Mine",205,"Sawyers Bar",1955,62500,USGS,,5504417,301651,sw,-123.03477171399993,41.293088811000075
490006,CA,Siskiyou,Adit,,231,"Sawyers Bar",1955,62500,USGS,,5504417,301651,sw,-123.0792410869999,41.28406466600006
48608,CA,Siskiyou,Adit,,260,"Tanners Peak",1977,24000,"CA Dept Conserv",,5524295,300790,w,-123.07762572999991,41.28276986700007
60133,CA,Siskiyou,"Open Pit Mine",,0,"Grasshopper Ridge",1979,24000,"CA Dept Conserv",,5514737,290968,,-123.1153159569999,41.16993736100005
60204,CA,Siskiyou,"Open Pit Mine",,0,"Grasshopper Ridge",1979,24000,"CA Dept Conserv",,5514737,290968,,-123.11750160899993,41.17016621800008
60211,CA,Siskiyou,"Open Pit Mine",,0,"Thompson Peak",1979,24000,"CA Dept Conserv",,5524563,295447,,-123.08935186199994,41.11194545600006
60216,CA,Siskiyou,"Open Pit Mine",,0,"Grasshopper Ridge",1979,24000,"CA Dept Conserv",,5514737,290968,,-123.11569731499992,41.17225365300004
60223,CA,Siskiyou,"Open Pit Mine",,0,"Grasshopper Ridge",1979,24000,"CA Dept Conserv",,5514737,290968,,-123.11713043099991,41.17131501700004
83831,CA,Siskiyou,"Prospect Pit",,0,"Grasshopper Ridge",1979,24000,"CA Dept Conserv",,5514737,290968,,-123.1003482619999,41.13326962600007
83893,CA,Siskiyou,"Prospect Pit",,0,"Grasshopper Ridge",1979,24000,"CA Dept Conserv",,5514737,290968,,-123.11362879099994,41.17149070100004
83941,CA,Siskiyou,"Prospect Pit",,0,"Grasshopper Ridge",1979,24000,"CA Dept Conserv",,5514737,290968,,-123.12201195799992,41.16844264300005
83966,CA,Siskiyou,"Prospect Pit",,0,"Grasshopper Ridge",1979,24000,"CA Dept Conserv",,5514737,290968,,-123.11148573499992,41.16741231800006
83977,CA,Siskiyou,"Prospect Pit",,0,Cecilville,1979,24000,"CA Dept Conserv",,5510491,289077,,-123.12870197899991,41.144846113000085
84047,CA,Siskiyou,"Prospect Pit",,0,"Grasshopper Ridge",1979,24000,"CA Dept Conserv",,5514737,290968,,-123.11839115099991,41.167488322000054
84050,CA,Siskiyou,"Prospect Pit",,0,Cecilville,1979,24000,"CA Dept Conserv",,5510491,289077,,-123.13528843299991,41.16325925400008
84099,CA,Siskiyou,"Prospect Pit",,0,Cecilville,1979,24000,"CA Dept Conserv",,5510491,289077,,-123.13164675299993,41.14366731500007
84114,CA,Siskiyou,"Prospect Pit",,0,Cecilville,1979,24000,"CA Dept Conserv",,5510491,289077,,-123.1322726809999,41.161757590000036
84116,CA,Siskiyou,"Prospect Pit",,0,"Grasshopper Ridge",1979,24000,"CA Dept Conserv",,5514737,290968,,-123.11524648799991,41.17318553300004
84145,CA,Siskiyou,"Prospect Pit",,0,Cecilville,1979,24000,"CA Dept Conserv",,5510491,289077,,-123.1303834279999,41.17104403500008
84161,CA,Siskiyou,"Prospect Pit",,0,"Grasshopper Ridge",1979,24000,"CA Dept Conserv",,5514737,290968,,-123.12454286499991,41.147598955000035
84168,CA,Siskiyou,"Prospect Pit",,0,"Grasshopper Ridge",1979,24000,"CA Dept Conserv",,5514737,290968,,-123.11497097799992,41.17276747100004
84208,CA,Siskiyou,"Prospect Pit",,0,"Grasshopper Ridge",1979,24000,"CA Dept Conserv",,5514737,290968,,-123.11444673799991,41.17147035000005
84214,CA,Siskiyou,"Prospect Pit",,0,Cecilville,1979,24000,"CA Dept Conserv",,5510491,289077,,-123.1282304689999,41.144769298000085
84297,CA,Siskiyou,"Prospect Pit",,0,"Grasshopper Ridge",1979,24000,"CA Dept Conserv",,5514737,290968,,-123.1248772109999,41.15581198500007
495849,CA,Siskiyou,"Open Pit Mine or Quarry",,0,Cecilville,1955,62500,USGS,,5501011,297066,,-123.08825541399995,41.17362271400009
495882,CA,Siskiyou,"Open Pit Mine or Quarry",,0,Cecilville,1955,62500,USGS,,5501011,297066,,-123.0953081369999,41.12328283700003
495903,CA,Siskiyou,"Open Pit Mine or Quarry",,0,Cecilville,1955,62500,USGS,,5501011,297066,,-123.11783626599993,41.17028318700005
501154,CA,Siskiyou,"Prospect Pit",,0,Cecilville,1955,62500,USGS,,5501011,297066,,-123.1184698539999,41.17133591900006
501173,CA,Siskiyou,"Prospect Pit",,0,Cecilville,1955,62500,USGS,,5501011,297066,,-123.12301648399995,41.156010896000055
501200,CA,Siskiyou,"Prospect Pit",,0,Cecilville,1955,62500,USGS,,5501011,297066,,-123.11696873699992,41.17204748700004
501237,CA,Siskiyou,"Prospect Pit",,0,Cecilville,1955,62500,USGS,,5501011,297066,,-123.10045062799992,41.134213129000045
501251,CA,Siskiyou,"Prospect Pit",,0,Cecilville,1955,62500,USGS,,5501011,297066,,-123.12831484499992,41.171218949000036
50318,CA,Siskiyou,"Borrow Pit",,0,"City of Mount Shasta",1986,24000,"CA Dept Conserv",,5510993,289295,,-122.32060205999994,41.335290040000075
50374,CA,Siskiyou,"Borrow Pit",,0,"City of Mount Shasta",1986,24000,"CA Dept Conserv",,5510993,289295,,-122.3469800439999,41.35577813900005
50380,CA,Siskiyou,"Borrow Pit",,0,"City of Mount Shasta",1986,24000,"CA Dept Conserv",,5510993,289295,,-122.32608032999991,41.28034269200003
50383,CA,Siskiyou,"Borrow Pit",,0,"Mc Cloud",1986,24000,"CA Dept Conserv",,5518243,292799,,-122.21320879899991,41.26782609700007
50414,CA,Siskiyou,"Borrow Pit",,0,"Mount Eddy",1986,24000,"CA Dept Conserv",,5518929,293178,,-122.39697109899993,41.274881201000085
52279,CA,Siskiyou,"Gravel Pit",,0,"City of Mount Shasta",1986,24000,"CA Dept Conserv",,5510993,289295,,-122.3503297769999,41.33902279600005
52304,CA,Siskiyou,"Gravel Pit",,0,"City of Mount Shasta",1986,24000,"CA Dept Conserv",,5510993,289295,,-122.3479428249999,41.33772572500004
52333,CA,Siskiyou,"Gravel Pit",,0,"City of Mount Shasta",1986,24000,"CA Dept Conserv",,5510993,289295,,-122.33687380299995,41.335043890000065
52335,CA,Siskiyou,"Gravel Pit",,0,"City of Mount Shasta",1986,24000,USGS,,5510993,289295,,-122.34321679999994,41.34096119800006
